longitude latitude
-96.427874 33.623645
-100.990114 33.774479
-99.106624 34.131688
-95.483203 33.40225
-98.202251 33.75849
-100.994549 34.90076
-97.95612 33.520572
-98.4931 33.9133
-98.4931 33.9133
-98.4931 33.9133
-98.4931 33.9133
-101.2439 35.4789
-101.2439 35.4789
-95.809701 33.576823
-99.364722 34.29
-99.364722 34.29
-96.604061 33.770785
-95.744327 33.745236
-97.17635 33.661583
-100.245133 33.183064
-98.50984 33.799085
-98.457627 33.512628
-96.742245 33.450768
-98.581944 33.493056
-98.581944 33.493056
-96.906575 33.537706
-100.524167 32.969722
-100.524167 32.969722
-100.524167 32.969722
-100.524167 32.969722
-97.428406 33.733006
-97.428406 33.733006
-100.287247 33.994322
-97.963802 33.793074
-96.072156 33.615539
-98.5894 33.8625
-98.5894 33.8625
-98.5894 33.8625
-98.5894 33.8625
-97.687873 33.626904
-100.714732 33.341053
-98.5 33.495278
-98.5 33.495278
-94.890845 33.498221
-99.243765 33.621145
-96.470794 33.727126
-101.54 35.3503
-101.54 35.3503
-101.54 35.3503
-101.39 33.661111
-101.39 33.661111
-101.39 33.661111
-101.39 33.661111
-101.39 33.661111
-96.617893 33.582573
-96.617893 33.582573
-96.617893 33.582573
-96.617893 33.582573
-96.617893 33.582573
-96.396115 33.494577
-96.550405 33.604131
-99.642126 33.322836
-98.622467 34.103273
-97.382855 33.682081
-98.884782 33.527396
-98.25932 34.008308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.59 33.6308
-95.151966 33.801868
-95.996823 33.778716
-101.372778 35.442778
-96.549913 33.43566
-96.892724 33.464643
-97.128552 33.458028
-100.538611 35.653889
-100.538611 35.653889
-96.311485 33.439125
-99.650389 33.122685
-99.650389 33.122685
-99.650389 33.122685
-97.535329 33.741367
-99.163039 30.036701
-99.163039 30.036701
-100.3389 32.3606
-100.3389 32.3606
-99.682471 29.64447
-100.124032 32.857004
-100.032723 32.473621
-99.567791 31.736902
-100.56062 30.441414
-100.078588 29.6747
-98.918266 30.653746
-98.708714 30.437069
-99.667488 32.335677
-98.442748 30.672818
-100.573539 32.415212
-100.2686 32.1981
-100.2686 32.1981
-100.67882 31.085435
-100.67882 31.085435
-100.67882 31.085435
-99.694492 32.868619
-100.918356 32.314505
-99.850964 32.940911
-100.595464 30.883539
-98.763991 31.157093
-99.4928 32.6256
-99.4928 32.6256
-99.4928 32.6256
-98.376742 31.257224
-100.322075 31.50972
-99.826041 32.274081
-99.927724 32.333551
-100.9952 32.7204
-100.9952 32.7204
-99.079893 30.93982
-99.135467 31.517913
-100.6664 32.4694
-100.6664 32.4694
-100.6664 32.4694
-99.934162 31.738576
-100.6917 32.05
-100.6917 32.05
-100.6917 32.05
-100.6917 32.05
-100.6917 32.05
-100.5303 32.3122
-100.5303 32.3122
-100.5303 32.3122
-99.905394 32.747863
-101.212436 29.83722
-101.212436 29.83722
-99.628211 30.095115
-100.05712 32.214024
-100.05712 32.214024
-100.05712 32.214024
-100.05712 32.214024
-100.05712 32.214024
-100.9281 31.9261
-100.9281 31.9261
-100.9281 31.9261
-100.9281 31.9261
-100.9281 31.9261
-100.9281 31.9261
-100.4833 32.236944
-100.4833 32.236944
-99.616412 31.176951
-100.235652 32.4301
-100.235652 32.4301
-99.753027 32.120249
-100.1 32.2878
-100.1 32.2878
-100.192616 31.592013
-100.209167 29.234722
-100.209167 29.234722
-99.570053 30.843122
-100.439985 29.395621
-99.817314 32.362783
-100.6728 32.5886
-100.6728 32.5886
-100.6728 32.5886
-100.6728 32.5886
-100.176986 32.318221
-100.176986 32.318221
-100.176986 32.318221
-100.7444 32.4375
-100.7444 32.4375
-100.7444 32.4375
-99.6564 32.5144
-99.6564 32.5144
-99.6564 32.5144
-99.6564 32.5144
-99.6564 32.5144
-100.286076 29.988092
-100.061589 32.311556
-100.061589 32.311556
-101.147784 32.94793
-101.147784 32.94793
-101.147784 32.94793
-99.90623 32.415823
-99.830642 32.630473
-98.467066 30.936768
-99.665323 32.576489
-100.210748 32.291861
-98.385422 30.731599
-98.385422 30.731599
-98.385422 30.731599
-99.345011 30.159136
-98.01069 31.088158
-101.219397 32.92544
-101.219397 32.92544
-100.791389 31.951944
-100.791389 31.951944
-100.791389 31.951944
-100.563525 31.268843
-100.498206 32.891818
-100.738949 32.739294
-100.738949 32.739294
-100.738949 32.739294
-100.383889 29.328889
-100.383889 29.328889
-100.5797 32.4969
-100.5797 32.4969
-100.01587 29.151012
-98.876683 30.280938
-99.715894 32.462235
-99.630829 29.303817
-100.4219 32.290833
-100.711396 32.404869
-100.6481 32.3983
-101.055625 31.802748
-100.021667 32.303889
-99.896212 31.222764
-100.954661 32.747058
-100.954661 32.747058
-100.954661 32.747058
-100.954661 32.747058
-100.1286 32.4081
-100.107479 30.897544
-100.165338 31.858516
-99.69465 32.052075
-100.3703 32.3472
-100.15267 31.289523
-99.380601 31.515316
-99.682323 31.411505
-100.212875 32.664859
-100.06915 30.45867
-98.25934 31.102377
-100.777486 29.358523
-98.276935 26.450369
-99.685482 27.833509
-99.685482 27.833509
-98.996708 27.36513
-98.239592 26.215816
-98.642309 29.079849
-97.5077 27.0702
-97.5077 27.0702
-98.789966 27.100448
-97.96214 26.083177
-98.183295 26.280689
-100.276888 28.476396
-100.276888 28.476396
-98.717634 28.790915
-97.269242 27.627121
-97.382251 28.187086
-97.831112 26.148831
-97.479816 27.65787
-97.98028 26.374541
-99.399193 28.041684
-98.851298 28.941736
-98.4775 28.7044
-98.4775 28.7044
-98.4775 28.7044
-98.2487 26.162344
-97.214167 28.7128
-97.214167 28.7128
-97.214167 28.7128
-99.33083 27.128233
-97.865597 27.444204
-99.502143 27.513811
-98.241746 26.111189
-97.596306 27.838247
-99.562652 28.888748
-97.553013 28.121597
-97.71062 28.407712
-98.376166 26.228735
-98.376166 26.228735
-98.121312 26.144539
-98.121312 26.144539
-99.103088 26.678196
-99.1642 26.5575
-99.1642 26.5575
-99.1642 26.5575
-99.1642 26.5575
-98.494493 26.242813
-97.5857 26.33072
-97.5857 26.33072
-97.8228 27.5697
-97.8228 27.5697
-97.773774 26.911014
-97.650894 28.246189
-97.392456 27.819419
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.258417 27.88929
-97.5281 27.8322
-97.5281 27.8322
-97.989155 26.158622
-97.667502 26.255523
-98.039361 26.307831
-97.518791 27.771237
-97.317944 25.943923
-97.317944 25.943923
-97.399135 27.768021
-98.3992 26.208
-98.3992 26.208
-98.3992 26.208
-98.3992 26.208
-98.3992 26.208
-97.385247 27.729894
-98.370054 26.318913
-97.3117 27.6064
-97.3117 27.6064
-97.3117 27.6064
-97.3117 27.6064
-97.3117 27.6064
-97.3117 27.6064
-97.489015 26.261363
-97.269443 27.695151
-98.189714 26.149684
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.867012 26.269683
-97.679027 27.962924
-97.438774 27.77425
-99.267161 27.556989
-97.526109 26.02176
-98.092002 26.451477
-97.4586 27.9386
-97.4586 27.9386
-97.312767 26.051625
-98.058657 26.1619
-97.202971 27.867937
-97.406289 27.683277
-97.271778 26.235
-97.743596 26.252832
-97.90137 27.139147
-99.5089 27.5667
-99.5089 27.5667
-99.5089 27.5667
-99.5089 27.5667
-98.48596 28.764536
-98.143051 28.257475
-99.112986 26.53255
-97.436501 27.752006
-97.740451 26.052713
-98.23657 26.271965
-97.371365 27.662514
-98.216213 26.880517
-97.957001 28.5409
-97.443582 25.988942
-98.07572 27.65992
-98.521632 26.582929
-98.496692 27.634419
-98.62897 27.835918
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-99.0919 28.9275
-97.962915 28.093161
-97.789167 27.223056
-97.789167 27.223056
-97.789167 27.223056
-99.191188 28.703396
-98.060187 27.986244
-97.384238 27.892132
-99.350596 27.373543
-99.350596 27.373543
-98.573186 28.310347
-97.19689 28.120701
-97.46682 27.73963
-97.5994 27.0011
-97.5994 27.0011
-97.5994 27.0011
-98.476164 26.321607
-98.567191 26.253727
-97.345045 27.703573
-98.299977 26.296434
-97.4283 27.8139
-97.4283 27.8139
-97.4283 27.8139
-97.4283 27.8139
-97.4283 27.8139
-97.4283 27.8139
-98.654824 26.274827
-97.5499 27.1197
-97.5499 27.1197
-97.921496 26.477435
-97.440395 27.810698
-97.808031 28.103247
-97.092196 27.873028
-97.629292 26.106086
-98.428996 28.935779
-96.899059 28.291147
-98.776694 29.203679
-99.126085 27.751747
-98.905278 27.576111
-98.905278 27.576111
-97.579237 28.568278
-98.385775 27.849558
-97.114983 27.777437
-97.2967 27.9958
-97.2967 27.9958
-97.691111 26.475278
-97.691111 26.475278
-99.162765 26.930929
-97.794892 26.345257
-99.214344 28.293173
-100.593386 28.951173
-99.50848 28.524903
-99.461989 27.545404
-97.442331 26.569308
-97.5214 25.9131
-97.5214 25.9131
-97.6668 26.34892
-99.005278 27.488056
-99.005278 27.488056
-99.005278 27.488056
-96.674838 32.911702
-96.329632 32.158265
-98.008849 32.527015
-96.797334 32.969699
-97.109882 33.231569
-99.24184 32.790131
-96.790359 32.864887
-96.673164 33.031561
-96.608952 31.299588
-97.146038 33.220974
-98.805134 31.842565
-97.514178 33.276319
-97.283914 32.928037
-97.283914 32.928037
-97.311628 33.198704
-98.337652 33.06797
-98.337652 33.06797
-98.337652 33.06797
-97.5142 32.7206
-97.5142 32.7206
-97.5142 32.7206
-97.755604 31.417256
-97.508356 32.276663
-97.335106 32.639029
-97.416615 32.667305
-97.048681 32.823978
-97.265253 31.195905
-97.6966 32.853068
-96.483157 33.151747
-96.802681 32.746823
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.644444 32.648611
-96.375325 32.945503
-97.597083 33.041942
-98.196717 32.282235
-98.196717 32.282235
-97.188374 32.503973
-97.188374 32.503973
-96.1264 33.1707
-96.1264 33.1707
-96.1264 33.1707
-96.1264 33.1707
-96.740008 33.090085
-96.520013 31.503056
-98.6117 33.1344
-98.6117 33.1344
-98.6117 33.1344
-98.6117 33.1344
-96.105332 32.277759
-96.105332 32.277759
-96.105332 32.277759
-96.105332 32.277759
-97.14209 32.775093
-97.14209 32.775093
-97.14209 32.775093
-97.14209 32.775093
-97.14209 32.775093
-97.14209 32.775093
-97.14209 32.775093
-96.878831 32.781246
-97.127249 31.576824
-96.788213 32.997373
-99.151374 31.706204
-96.807989 33.241902
-98.049081 31.553908
-96.169166 32.738471
-96.169166 32.738471
-96.990119 33.273449
-97.152983 31.513756
-97.202495 31.268644
-97.761047 31.143642
-97.086517 32.692105
-96.69627 33.172033
-96.69627 33.172033
-96.873056 32.665618
-97.155028 32.719328
-96.99247 32.137513
-97.3667 31.8694
-97.3667 31.8694
-96.771191 32.831279
-96.807932 32.038687
-97.16076 32.280923
-97.377255 32.986624
-96.752827 32.211123
-97.005469 33.110351
-96.615482 33.021793
-97.091323 32.814107
-97.420575 32.581858
-97.124906 33.03489
-96.746362 32.770635
-98.614553 31.891101
-96.74208 32.976063
-96.74208 32.976063
-97.274934 32.620058
-96.9894 32.9192
-96.9894 32.9192
-96.9894 32.9192
-96.964622 32.636077
-96.752161 32.562744
-98.276879 32.764096
-96.838522 32.960047
-97.8826 32.001481
-97.302309 33.278823
-96.255103 32.568801
-96.222134 33.066284
-96.811607 33.034225
-97.262625 32.691147
-99.198272 32.341152
-98.053654 33.014983
-99.032891 31.748303
-99.032891 31.748303
-96.702574 32.841987
-96.814239 31.202394
-96.814239 31.202394
-97.100052 32.784952
-96.736637 32.912633
-97.804426 31.769003
-96.839613 32.753141
-98.546717 31.627357
-96.741558 33.021268
-97.499909 31.051688
-97.499909 31.051688
-97.924354 32.362649
-98.892466 32.804272
-98.66402 32.495875
-95.757461 33.462218
-97.083854 31.475671
-97.083854 31.475671
-96.891721 32.923189
-97.706884 31.486416
-96.378479 33.321734
-97.390061 31.285086
-97.180963 32.775915
-97.215893 31.627123
-96.996462 32.72944
-96.556367 32.938077
-96.802686 33.075422
-96.996735 32.874833
-96.707819 32.878497
-98.382374 33.276426
-97.52976 31.988989
-96.580883 32.969008
-97.723422 33.098727
-97.395815 32.108512
-98.666449 32.759373
-98.927404 31.931233
-96.864075 32.599427
-96.616717 32.771707
-96.953514 31.082267
-97.055133 33.208811
-96.679438 32.824924
-96.955129 31.661047
-97.604369 31.075955
-97.1061 33.1975
-97.1061 33.1975
-97.1061 33.1975
-97.1061 33.1975
-96.876118 32.868529
-98.476111 32.338611
-98.476111 32.338611
-96.91458 32.043976
-97.782298 32.682733
-96.730831 33.056756
-96.904503 31.924604
-97.096016 33.149467
-98.324274 32.904994
-97.148829 32.635563
-96.43617 32.851681
-96.632547 32.057938
-96.632547 32.057938
-96.619782 32.928902
-97.728745 31.476579
-96.89817 32.962473
-97.435599 32.775409
-97.462793 33.093365
-97.090328 32.426322
-98.925556 33.250203
-96.87454 33.050164
-96.788852 32.802132
-98.333604 32.587603
-97.710123 31.916215
-97.934579 30.936006
-97.934579 30.936006
-96.911882 32.66066
-97.173782 33.114675
-98.365069 33.205801
-98.365069 33.205801
-98.365069 33.205801
-97.329756 32.759104
-98.126806 32.799602
-96.760043 31.661096
-96.475509 32.229113
-96.841688 32.999309
-97.9103 33.0583
-97.9103 33.0583
-97.9103 33.0583
-97.9103 33.0583
-97.9103 33.0583
-97.736712 32.083522
-97.145157 32.830658
-96.807276 31.848506
-96.678049 32.439873
-96.651555 32.880196
-96.838591 32.711405
-96.933242 33.371246
-97.269432 32.724047
-97.225295 32.840011
-97.340499 33.099993
-96.43952 32.464756
-97.213359 33.373051
-97.633196 31.149208
-96.079558 32.436676
-96.468137 31.654919
-96.896742 33.005262
-96.393331 33.061789
-98.776277 31.686677
-96.301323 32.758408
-96.759451 32.665447
-96.756846 32.750602
-96.812903 32.811847
-98.187029 31.686814
-97.133304 32.692186
-97.086028 32.860285
-96.790192 33.163129
-97.59865 30.925736
-98.711944 33.383611
-98.711944 33.383611
-98.711944 33.383611
-98.466667 31.383333
-98.466667 31.383333
-98.466667 31.383333
-98.466667 31.383333
-98.466667 31.383333
-97.386965 32.70065
-97.071545 32.925765
-97.795247 32.208483
-97.575601 32.117538
-97.130443 32.852971
-97.523856 32.787009
-96.689321 32.767119
-97.009389 32.776671
-96.793393 32.902679
-97.06007 33.03271
-97.22672 33.009335
-97.993148 32.704456
-96.842324 32.237512
-96.85118 32.177712
-96.4549 32.743178
-96.454083 33.012652
-97.785515 32.298365
-97.785515 32.298365
-97.785515 32.298365
-97.785515 32.298365
-98.552257 32.298594
-97.225148 32.924009
-96.964675 32.580181
-97.531134 31.409518
-95.788968 33.316269
-96.99071 32.469267
-97.243292 31.816191
-97.291628 30.789254
-96.772763 32.792496
-96.984664 32.963417
-96.674333 32.605192
-96.655804 31.866953
-96.802449 31.560995
-96.950551 33.176495
-97.252433 31.075303
-97.317222 31.055833
-97.317222 31.055833
-97.317222 31.055833
-97.317222 31.055833
-97.317222 31.055833
-96.113355 32.924709
-97.857678 33.315883
-98.34862 32.075301
-97.039429 32.59121
-95.945707 33.420872
-96.801792 32.944622
-97.330421 31.959701
-97.433835 32.913522
-97.482178 32.847326
-97.539874 32.425936
-96.747539 32.873485
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.601666 33.166944
-96.607767 33.089587
-96.607767 33.089587
-97.631482 32.695708
-96.912391 33.070292
-96.547563 32.80051
-96.745951 32.828651
-97.252132 32.868421
-96.825474 32.84831
-97.561179 32.900196
-96.695516 32.63852
-97.506079 31.662159
-97.183844 33.227695
-96.630277 32.817309
-97.731686 32.33422
-97.731686 32.33422
-97.731686 32.33422
-97.731686 32.33422
-97.731686 32.33422
-96.9358 32.7231
-96.9358 32.7231
-96.9358 32.7231
-96.9358 32.7231
-96.9358 32.7231
-96.891872 31.751192
-97.012872 31.354734
-96.781215 32.711324
-97.083196 32.754272
-96.752977 33.338899
-97.345955 32.881807
-96.807315 32.521773
-99.518879 32.2664
-96.942108 32.885259
-96.550385 32.897846
-98.188154 33.219585
-97.631011 32.56207
-97.148582 32.959922
-96.819971 32.786796
-96.963806 33.068473
-96.963806 33.068473
-96.963806 33.068473
-96.864339 32.893295
-97.133361 32.022461
-97.338265 32.707831
-99.164736 32.556004
-97.1549 32.162639
-96.778058 32.617663
-96.576325 32.857617
-96.576325 32.857617
-96.744003 32.792244
-96.916468 32.643212
-96.558988 32.725663
-97.037219 32.302367
-96.649686 32.964607
-96.693964 33.114327
-96.957149 31.474378
-96.957149 31.474378
-96.957149 31.474378
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.9208 33.1964
-97.061017 33.081367
-96.542308 32.6058
-96.8368 32.925283
-97.267376 32.803436
-96.620085 32.716601
-97.330511 32.6785
-96.936565 32.676238
-97.729602 31.112884
-97.195009 31.539723
-97.291523 32.859685
-96.675 32.32
-96.675 32.32
-96.675 32.32
-96.675 32.32
-96.678549 32.710306
-96.678549 32.710306
-96.663063 32.991557
-97.38173 32.742058
-97.09851 31.620954
-97.09851 31.620954
-97.227023 30.940183
-97.227023 30.940183
-97.227023 30.940183
-97.325271 31.693947
-99.4228 32.7683
-99.4228 32.7683
-99.4228 32.7683
-99.4228 32.7683
-99.4228 32.7683
-99.4228 32.7683
-96.631295 33.245879
-97.700556 32.403056
-97.700556 32.403056
-97.700556 32.403056
-97.700556 32.403056
-97.700556 32.403056
-97.700556 32.403056
-97.546568 31.817062
-96.356004 33.174219
-97.18913 32.689222
-97.746417 31.009641
-97.746417 31.009641
-96.534936 33.012135
-98.3103 32.6581
-98.3103 32.6581
-98.3103 32.6581
-98.3103 32.6581
-98.3103 32.6581
-98.3103 32.6581
-98.3103 32.6581
-97.310486 32.975361
-96.309004 33.066219
-96.961986 33.019646
-96.961986 33.019646
-96.961986 33.019646
-96.878036 32.813576
-96.245039 32.366686
-96.915523 32.360829
-97.180586 32.8172
-97.359532 32.816503
-97.791085 32.754964
-96.452875 32.943901
-97.903219 32.848403
-97.217658 32.747426
-97.444409 33.00085
-98.17276 32.600503
-96.787496 32.930338
-97.073707 31.696619
-97.354585 32.7811
-96.784944 32.372201
-97.080239 32.722844
-97.379538 32.652918
-97.272957 32.749099
-97.317801 32.728688
-97.0537 32.4302
-97.0537 32.4302
-97.195339 31.453501
-97.217476 32.639649
-97.024692 32.664953
-97.024692 32.664953
-96.566247 33.285118
-97.968224 31.219045
-97.968224 31.219045
-97.32754 32.392588
-96.084274 33.068454
-97.669953 33.372433
-98.98514 32.116953
-97.149641 32.891787
-97.378809 30.884326
-97.378809 30.884326
-97.378809 30.884326
-97.373626 31.137885
-96.840948 32.660862
-96.966915 32.825907
-96.856347 33.146336
-96.856347 33.146336
-97.735272 31.467983
-96.79939 32.787742
-96.871889 32.703913
-97.363495 32.708639
-97.260442 31.529664
-98.418168 32.455408
-99.265034 33.187712
-97.655141 32.266222
-97.08541 31.881728
-97.196367 32.414944
-96.350943 32.043193
-97.644625 31.050856
-96.954903 32.796608
-97.306547 32.532666
-97.306547 32.532666
-97.503481 32.63587
-96.795514 32.835893
-97.208384 32.88659
-99.290758 32.006925
-96.723661 32.122927
-98.291474 29.487774
-98.656213 29.65235
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-97.2708 30.1456
-98.047576 29.600453
-97.218899 30.303885
-98.593411 29.371436
-97.301328 29.700745
-98.737267 29.283035
-98.571279 29.460646
-98.220552 29.575004
-97.6592 30.242354
-97.76605 30.293268
-98.377752 30.5309
-97.907897 30.562551
-97.907897 30.562551
-97.907897 30.562551
-97.685722 30.304265
-98.525262 29.590028
-98.705628 29.341337
-97.361224 30.338584
-97.856006 30.216168
-97.887161 28.952237
-97.076333 29.202338
-97.076333 29.202338
-97.958224 30.319748
-97.59458 30.438534
-97.59458 30.438534
-97.59458 30.438534
-98.406811 29.585862
-98.406811 29.585862
-97.784408 30.293424
-97.784408 30.293424
-97.784408 30.293424
-97.784408 30.293424
-97.784408 30.293424
-98.676785 29.462006
-98.459123 29.4151
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.6139 29.5889
-98.556446 29.903262
-98.070726 29.696878
-98.070726 29.696878
-98.070726 29.696878
-99.329182 29.285285
-98.486728 29.697453
-97.673467 30.382481
-96.410272 30.215075
-96.410272 30.215075
-96.410272 30.215075
-98.04518 30.773295
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-98.1419 29.6244
-96.7506 29.9172
-96.7506 29.9172
-96.7506 29.9172
-96.7506 29.9172
-96.7506 29.9172
-96.7506 29.9172
-98.257593 30.555288
-98.257593 30.555288
-98.257593 30.555288
-97.690286 30.557044
-97.690286 30.557044
-97.690286 30.557044
-97.690286 30.557044
-97.690286 30.557044
-97.690286 30.557044
-97.690286 30.557044
-98.142776 30.034449
-97.448924 29.476954
-98.401812 29.690514
-98.427068 29.627214
-97.546124 30.560042
-97.470663 29.69611
-98.474585 29.588638
-97.706853 30.38798
-98.438554 29.460597
-98.238308 29.353553
-96.9875 30.0381
-96.9875 30.0381
-96.9875 30.0381
-96.9875 30.0381
-96.9875 30.0381
-96.9875 30.0381
-97.064032 30.565871
-97.064032 30.565871
-97.064032 30.565871
-97.064032 30.565871
-97.064032 30.565871
-98.842165 29.1998
-97.742589 30.270569
-98.617755 29.471464
-98.360283 29.556038
-97.384111 30.465454
-97.182148 30.013899
-97.8242 30.503949
-97.8242 30.503949
-97.8242 30.503949
-98.487882 29.537264
-96.836189 29.380036
-97.644682 30.355657
-98.190462 29.758823
-98.057016 29.293499
-97.888662 30.178419
-96.907601 30.891129
-98.531136 29.305467
-99.316592 29.678291
-97.874687 30.132806
-98.390967 29.89476
-97.740167 30.32223
-97.15845 29.727617
-97.413885 30.710857
-96.699188 30.043016
-97.753177 30.647924
-97.895023 30.377889
-98.911216 29.689692
-97.357996 29.844013
-97.502485 30.818633
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.3433 29.4289
-98.556564 29.545289
-96.933605 29.686278
-98.479052 29.27828
-98.479052 29.27828
-98.134815 30.224134
-98.492701 29.200063
-98.208732 30.581216
-98.65027 29.747683
-96.189365 30.286936
-98.262642 29.547068
-97.683557 30.269969
-97.973215 29.593056
-97.973215 29.593056
-97.973215 29.593056
-97.973215 29.593056
-97.973215 29.593056
-97.973215 29.593056
-97.973215 29.593056
-98.630303 29.406624
-98.886655 29.357251
-98.886655 29.357251
-98.886655 29.357251
-97.282413 29.097035
-97.282413 29.097035
-98.397127 29.49163
-97.731003 30.282173
-98.033573 30.111915
-98.734752 29.537782
-98.734752 29.537782
-98.583454 29.660485
-98.10703 29.350393
-97.523512 30.339696
-98.570052 29.342535
-96.923038 30.167624
-97.86919 30.268138
-97.959435 30.261084
-97.840085 30.430749
-97.802545 30.418557
-96.42546 29.695979
-96.42546 29.695979
-97.083825 29.5649
-98.33912 29.6562
-96.676232 30.541565
-96.676232 30.541565
-97.739969 30.126966
-96.451051 30.024253
-97.568294 29.940066
-98.569451 29.501708
-98.569451 29.501708
-98.569451 29.501708
-98.458718 29.43993
-98.526019 29.387986
-97.785202 29.659595
-98.456235 29.488906
-98.480515 29.44123
-97.823998 30.16711
-96.840158 30.354823
-97.971806 30.449996
-97.717796 30.429937
-98.853494 29.501055
-98.3384 30.556
-98.3384 30.556
-98.3384 30.556
-98.3384 30.556
-98.3384 30.556
-98.3384 30.556
-98.3384 30.556
-97.951209 30.37835
-97.676772 29.871471
-97.732571 30.351538
-98.415198 29.538074
-98.240425 28.867033
-97.79742 30.206844
-97.79742 30.206844
-97.761064 30.402654
-98.493653 29.464611
-98.566548 30.182914
