source target weight
20 130 1.0
20 131 1.0
21 132 1.0
21 133 1.0
21 134 1.0
21 135 1.0
21 136 1.0
21 137 1.0
21 138 1.0
22 139 1.0
22 140 1.0
22 141 1.0
22 142 1.0
22 143 1.0
22 144 1.0
22 145 1.0
22 146 1.0
23 147 1.0
23 148 1.0
23 149 1.0
23 150 1.0
23 151 1.0
24 152 1.0
24 153 1.0
24 154 1.0
24 155 1.0
24 156 1.0
24 157 1.0
24 158 1.0
24 159 1.0
24 160 1.0
25 161 1.0
25 162 1.0
25 163 1.0
25 164 1.0
26 165 1.0
26 166 1.0
26 167 1.0
26 168 1.0
26 169 1.0
27 170 1.0
27 171 1.0
27 172 1.0
27 173 1.0
27 174 1.0
28 175 1.0
28 176 1.0
28 177 1.0
28 178 1.0
28 179 1.0
29 180 1.0
29 181 1.0
29 182 1.0
29 183 1.0
29 184 1.0
30 185 1.0
30 186 1.0
30 187 1.0
30 188 1.0
30 189 1.0
31 190 1.0
31 191 1.0
31 192 1.0
31 193 1.0
31 194 1.0
32 195 1.0
32 196 1.0
32 197 1.0
32 198 1.0
32 199 1.0
32 200 1.0
32 201 1.0
33 202 1.0
33 203 1.0
33 204 1.0
33 205 1.0
33 206 1.0
33 207 1.0
34 208 1.0
34 209 1.0
34 210 1.0
34 211 1.0
34 212 1.0
35 213 1.0
35 214 1.0
35 215 1.0
35 216 1.0
35 217 1.0
35 218 1.0
35 219 1.0
35 220 1.0
35 221 1.0
36 222 1.0
36 223 1.0
36 224 1.0
37 225 1.0
37 226 1.0
37 227 1.0
37 228 1.0
37 229 1.0
37 230 1.0
37 231 1.0
37 232 1.0
37 233 1.0
37 234 1.0
38 235 1.0
38 236 1.0
38 237 1.0
38 238 1.0
39 239 1.0
39 240 1.0
39 241 1.0
39 242 1.0
39 243 1.0
40 244 1.0
40 245 1.0
40 246 1.0
40 247 1.0
41 248 1.0
41 249 1.0
41 250 1.0
41 251 1.0
41 252 1.0
41 253 1.0
41 254 1.0
42 255 1.0
42 256 1.0
42 257 1.0
42 258 1.0
42 259 1.0
42 260 1.0
43 261 1.0
43 262 1.0
43 263 1.0
43 264 1.0
43 265 1.0
44 266 1.0
44 267 1.0
44 268 1.0
44 269 1.0
44 270 1.0
45 271 1.0
45 272 1.0
45 273 1.0
45 274 1.0
45 275 1.0
45 276 1.0
46 277 1.0
46 278 1.0
46 279 1.0
46 280 1.0
46 281 1.0
46 282 1.0
47 283 1.0
47 284 1.0
47 285 1.0
47 286 1.0
47 287 1.0
47 288 1.0
47 289 1.0
48 290 1.0
48 291 1.0
48 292 1.0
48 293 1.0
48 294 1.0
48 295 1.0
49 296 1.0
49 297 1.0
49 298 1.0
49 299 1.0
49 300 1.0
50 301 1.0
50 302 1.0
50 303 1.0
50 304 1.0
50 305 1.0
50 306 1.0
51 307 1.0
51 308 1.0
51 309 1.0
51 310 1.0
51 311 1.0
52 312 1.0
52 313 1.0
52 314 1.0
52 315 1.0
52 316 1.0
52 317 1.0
53 318 1.0
53 319 1.0
53 320 1.0
53 321 1.0
53 322 1.0
53 323 1.0
53 324 1.0
53 325 1.0
54 326 1.0
54 327 1.0
54 328 1.0
54 329 1.0
54 330 1.0
54 331 1.0
55 332 1.0
55 333 1.0
55 334 1.0
55 335 1.0
55 336 1.0
55 337 1.0
56 338 1.0
56 339 1.0
56 340 1.0
56 341 1.0
56 342 1.0
57 343 1.0
57 344 1.0
57 345 1.0
57 346 1.0
57 347 1.0
58 348 1.0
58 349 1.0
58 350 1.0
58 351 1.0
58 352 1.0
58 353 1.0
58 354 1.0
59 355 1.0
59 356 1.0
59 357 1.0
59 358 1.0
59 359 1.0
59 360 1.0
59 361 1.0
59 362 1.0
60 363 1.0
60 364 1.0
60 365 1.0
60 366 1.0
60 367 1.0
60 368 1.0
60 369 1.0
61 370 1.0
61 371 1.0
61 372 1.0
61 373 1.0
61 374 1.0
61 375 1.0
61 376 1.0
62 377 1.0
62 378 1.0
62 379 1.0
62 380 1.0
62 381 1.0
63 382 1.0
63 383 1.0
63 384 1.0
63 385 1.0
63 386 1.0
63 387 1.0
63 388 1.0
64 389 1.0
64 390 1.0
64 391 1.0
64 392 1.0
64 393 1.0
64 394 1.0
64 395 1.0
65 396 1.0
65 397 1.0
65 398 1.0
65 399 1.0
66 400 1.0
66 401 1.0
66 402 1.0
66 403 1.0
66 404 1.0
66 405 1.0
67 406 1.0
67 407 1.0
67 408 1.0
67 409 1.0
67 410 1.0
67 411 1.0
67 412 1.0
68 413 1.0
68 414 1.0
68 415 1.0
68 416 1.0
68 417 1.0
68 418 1.0
68 419 1.0
68 420 1.0
69 421 1.0
69 422 1.0
69 423 1.0
69 424 1.0
69 425 1.0
69 426 1.0
69 427 1.0
70 428 1.0
70 429 1.0
70 430 1.0
70 431 1.0
71 432 1.0
71 433 1.0
71 434 1.0
71 435 1.0
72 436 1.0
72 437 1.0
72 438 1.0
72 439 1.0
72 440 1.0
72 441 1.0
73 442 1.0
73 443 1.0
73 444 1.0
73 445 1.0
73 446 1.0
73 447 1.0
73 448 1.0
74 449 1.0
74 450 1.0
74 451 1.0
74 452 1.0
75 453 1.0
75 454 1.0
75 455 1.0
75 456 1.0
75 457 1.0
75 458 1.0
75 459 1.0
75 460 1.0
75 461 1.0
76 462 1.0
76 463 1.0
76 464 1.0
76 465 1.0
76 466 1.0
76 467 1.0
76 468 1.0
77 469 1.0
77 470 1.0
77 471 1.0
77 472 1.0
78 473 1.0
78 474 1.0
78 475 1.0
78 476 1.0
78 477 1.0
79 478 1.0
79 479 1.0
79 480 1.0
79 481 1.0
79 482 1.0
79 483 1.0
79 484 1.0
79 485 1.0
80 486 1.0
80 487 1.0
80 488 1.0
80 489 1.0
80 490 1.0
81 491 1.0
81 492 1.0
81 493 1.0
81 494 1.0
81 495 1.0
82 496 1.0
82 497 1.0
82 498 1.0
82 499 1.0
82 500 1.0
82 501 1.0
82 502 1.0
83 503 1.0
83 504 1.0
83 505 1.0
83 506 1.0
83 507 1.0
83 508 1.0
84 509 1.0
84 510 1.0
84 511 1.0
84 512 1.0
84 513 1.0
84 514 1.0
85 515 1.0
85 516 1.0
85 517 1.0
85 518 1.0
85 519 1.0
85 520 1.0
85 521 1.0
85 522 1.0
86 523 1.0
86 524 1.0
86 525 1.0
86 526 1.0
87 527 1.0
87 528 1.0
87 529 1.0
87 530 1.0
87 531 1.0
87 532 1.0
87 533 1.0
87 534 1.0
88 535 1.0
88 536 1.0
88 537 1.0
88 538 1.0
89 539 1.0
89 540 1.0
89 541 1.0
89 542 1.0
89 543 1.0
89 544 1.0
89 545 1.0
90 546 1.0
90 547 1.0
90 548 1.0
90 549 1.0
90 550 1.0
90 551 1.0
90 552 1.0
90 553 1.0
91 554 1.0
91 555 1.0
91 556 1.0
91 557 1.0
91 558 1.0
91 559 1.0
92 560 1.0
92 561 1.0
92 562 1.0
92 563 1.0
92 564 1.0
92 565 1.0
93 566 1.0
93 567 1.0
93 568 1.0
93 569 1.0
93 570 1.0
93 571 1.0
93 572 1.0
94 573 1.0
94 574 1.0
94 575 1.0
94 576 1.0
94 577 1.0
95 578 1.0
95 579 1.0
95 580 1.0
95 581 1.0
95 582 1.0
96 583 1.0
96 584 1.0
96 585 1.0
96 586 1.0
96 587 1.0
96 588 1.0
96 589 1.0
96 590 1.0
97 591 1.0
97 592 1.0
97 593 1.0
97 594 1.0
97 595 1.0
98 596 1.0
98 597 1.0
98 598 1.0
98 599 1.0
98 600 1.0
98 601 1.0
98 602 1.0
98 603 1.0
99 604 1.0
99 605 1.0
99 606 1.0
99 607 1.0
99 608 1.0
99 609 1.0
100 610 1.0
100 611 1.0
100 612 1.0
100 613 1.0
100 614 1.0
101 615 1.0
101 616 1.0
101 617 1.0
101 618 1.0
101 619 1.0
101 620 1.0
101 621 1.0
102 622 1.0
102 623 1.0
102 624 1.0
102 625 1.0
102 626 1.0
102 627 1.0
102 628 1.0
102 629 1.0
103 630 1.0
103 631 1.0
103 632 1.0
103 633 1.0
104 634 1.0
104 635 1.0
104 636 1.0
104 637 1.0
105 638 1.0
105 639 1.0
105 640 1.0
105 641 1.0
105 642 1.0
105 643 1.0
106 644 1.0
106 645 1.0
106 646 1.0
106 647 1.0
106 648 1.0
106 649 1.0
107 650 1.0
107 651 1.0
107 652 1.0
107 653 1.0
107 654 1.0
107 655 1.0
107 656 1.0
108 657 1.0
108 658 1.0
108 659 1.0
108 660 1.0
108 661 1.0
108 662 1.0
109 663 1.0
109 664 1.0
109 665 1.0
109 666 1.0
109 667 1.0
110 668 1.0
110 669 1.0
110 670 1.0
110 671 1.0
111 672 1.0
111 673 1.0
111 674 1.0
111 675 1.0
111 676 1.0
111 677 1.0
111 678 1.0
111 679 1.0
112 680 1.0
112 681 1.0
112 682 1.0
112 683 1.0
112 684 1.0
113 685 1.0
113 686 1.0
113 687 1.0
113 688 1.0
114 689 1.0
114 690 1.0
114 691 1.0
114 692 1.0
114 693 1.0
114 694 1.0
114 695 1.0
115 696 1.0
115 697 1.0
115 698 1.0
115 699 1.0
115 700 1.0
115 701 1.0
116 702 1.0
116 703 1.0
116 704 1.0
116 705 1.0
116 706 1.0
116 707 1.0
117 708 1.0
117 709 1.0
117 710 1.0
117 711 1.0
117 712 1.0
117 713 1.0
118 714 1.0
118 715 1.0
118 716 1.0
118 717 1.0
118 718 1.0
118 719 1.0
119 720 1.0
119 721 1.0
119 722 1.0
119 723 1.0
119 724 1.0
119 725 1.0
120 726 1.0
120 727 1.0
120 728 1.0
120 729 1.0
120 730 1.0
120 731 1.0
120 732 1.0
121 733 1.0
121 734 1.0
121 735 1.0
121 736 1.0
121 737 1.0
122 738 1.0
122 739 1.0
122 740 1.0
122 741 1.0
122 742 1.0
122 743 1.0
122 744 1.0
122 745 1.0
123 746 1.0
123 747 1.0
123 748 1.0
123 749 1.0
124 750 1.0
124 751 1.0
124 752 1.0
124 753 1.0
124 754 1.0
124 755 1.0
124 756 1.0
124 757 1.0
125 758 1.0
126 759 1.0
126 760 1.0
126 761 1.0
126 762 1.0
126 763 1.0
126 764 1.0
126 765 1.0
127 766 1.0
127 767 1.0
127 768 1.0
127 769 1.0
128 770 1.0
128 771 1.0
128 772 1.0
128 773 1.0
128 774 1.0
128 775 1.0
128 776 1.0
129 777 1.0
129 778 1.0
129 779 1.0
129 780 1.0
129 781 1.0
130 782 1.0
130 783 1.0
130 784 1.0
130 785 1.0
131 786 1.0
131 787 1.0
131 788 1.0
131 789 1.0
131 790 1.0
131 791 1.0
131 792 1.0
132 793 1.0
132 794 1.0
132 795 1.0
132 796 1.0
132 797 1.0
132 798 1.0
133 799 1.0
133 800 1.0
133 801 1.0
133 802 1.0
134 803 1.0
134 804 1.0
134 805 1.0
134 806 1.0
135 807 1.0
135 808 1.0
135 809 1.0
135 810 1.0
135 811 1.0
135 812 1.0
135 813 1.0
135 814 1.0
136 815 1.0
136 816 1.0
136 817 1.0
136 818 1.0
136 819 1.0
136 820 1.0
136 821 1.0
136 822 1.0
136 823 1.0
137 824 1.0
137 825 1.0
137 826 1.0
137 827 1.0
137 828 1.0
137 829 1.0
138 830 1.0
138 831 1.0
138 832 1.0
138 833 1.0
138 834 1.0
138 835 1.0
139 836 1.0
139 837 1.0
139 838 1.0
139 839 1.0
139 840 1.0
139 841 1.0
139 842 1.0
139 843 1.0
139 844 1.0
140 845 1.0
140 846 1.0
140 847 1.0
141 848 1.0
141 849 1.0
141 850 1.0
141 851 1.0
141 852 1.0
141 853 1.0
141 854 1.0
141 855 1.0
142 856 1.0
142 857 1.0
142 858 1.0
142 859 1.0
143 860 1.0
143 861 1.0
143 862 1.0
143 863 1.0
143 864 1.0
144 865 1.0
144 866 1.0
144 867 1.0
144 868 1.0
144 869 1.0
145 870 1.0
145 871 1.0
145 872 1.0
145 873 1.0
146 874 1.0
146 875 1.0
146 876 1.0
146 877 1.0
146 878 1.0
147 879 1.0
147 880 1.0
147 881 1.0
148 882 1.0
148 883 1.0
148 884 1.0
149 885 1.0
149 886 1.0
149 887 1.0
149 888 1.0
149 889 1.0
149 890 1.0
149 891 1.0
149 892 1.0
150 893 1.0
150 894 1.0
151 895 1.0
151 896 1.0
151 897 1.0
151 898 1.0
151 899 1.0
152 900 1.0
152 901 1.0
152 902 1.0
152 903 1.0
152 904 1.0
153 905 1.0
153 906 1.0
153 907 1.0
153 908 1.0
153 909 1.0
153 910 1.0
153 911 1.0
154 912 1.0
154 913 1.0
154 914 1.0
154 915 1.0
155 916 1.0
155 917 1.0
155 918 1.0
155 919 1.0
155 920 1.0
155 921 1.0
156 922 1.0
156 923 1.0
156 924 1.0
156 925 1.0
156 926 1.0
156 927 1.0
157 928 1.0
157 929 1.0
157 930 1.0
157 931 1.0
158 932 1.0
158 933 1.0
158 934 1.0
158 935 1.0
158 936 1.0
158 937 1.0
158 938 1.0
158 939 1.0
158 940 1.0
158 941 1.0
159 942 1.0
159 943 1.0
159 944 1.0
159 945 1.0
159 946 1.0
160 947 1.0
160 948 1.0
160 949 1.0
160 950 1.0
160 951 1.0
160 952 1.0
160 953 1.0
160 954 1.0
161 955 1.0
161 956 1.0
161 957 1.0
161 958 1.0
161 959 1.0
162 960 1.0
162 961 1.0
162 962 1.0
163 963 1.0
163 964 1.0
163 965 1.0
164 966 1.0
164 967 1.0
164 968 1.0
164 969 1.0
164 970 1.0
165 971 1.0
165 972 1.0
165 973 1.0
165 974 1.0
165 975 1.0
165 976 1.0
166 977 1.0
166 978 1.0
166 979 1.0
166 980 1.0
166 981 1.0
167 982 1.0
167 983 1.0
167 984 1.0
167 985 1.0
167 986 1.0
167 987 1.0
168 988 1.0
168 989 1.0
168 990 1.0
168 991 1.0
168 992 1.0
169 993 1.0
169 994 1.0
169 995 1.0
169 996 1.0
169 997 1.0
169 998 1.0
170 999 1.0
170 1000 1.0
170 1001 1.0
170 1002 1.0
170 1003 1.0
170 1004 1.0
170 1005 1.0
171 1006 1.0
171 1007 1.0
171 1008 1.0
171 1009 1.0
171 1010 1.0
171 1011 1.0
171 1012 1.0
171 1013 1.0
172 1014 1.0
172 1015 1.0
172 1016 1.0
172 1017 1.0
172 1018 1.0
172 1019 1.0
173 1020 1.0
173 1021 1.0
173 1022 1.0
173 1023 1.0
173 1024 1.0
173 1025 1.0
174 1026 1.0
174 1027 1.0
174 1028 1.0
174 1029 1.0
174 1030 1.0
174 1031 1.0
175 1032 1.0
175 1033 1.0
175 1034 1.0
175 1035 1.0
175 1036 1.0
175 1037 1.0
175 1038 1.0
175 1039 1.0
175 1040 1.0
176 1041 1.0
176 1042 1.0
176 1043 1.0
176 1044 1.0
176 1045 1.0
176 1046 1.0
177 1047 1.0
177 1048 1.0
177 1049 1.0
177 1050 1.0
177 1051 1.0
177 1052 1.0
177 1053 1.0
177 1054 1.0
178 1055 1.0
178 1056 1.0
178 1057 1.0
178 1058 1.0
178 1059 1.0
178 1060 1.0
179 1061 1.0
179 1062 1.0
179 1063 1.0
179 1064 1.0
179 1065 1.0
179 1066 1.0
180 1067 1.0
180 1068 1.0
180 1069 1.0
180 1070 1.0
181 1071 1.0
181 1072 1.0
181 1073 1.0
181 1074 1.0
181 1075 1.0
182 1076 1.0
182 1077 1.0
182 1078 1.0
182 1079 1.0
182 1080 1.0
183 1081 1.0
183 1082 1.0
183 1083 1.0
183 1084 1.0
184 1085 1.0
184 1086 1.0
184 1087 1.0
184 1088 1.0
184 1089 1.0
184 1090 1.0
184 1091 1.0
184 1092 1.0
185 1093 1.0
185 1094 1.0
185 1095 1.0
185 1096 1.0
185 1097 1.0
185 1098 1.0
185 1099 1.0
186 1100 1.0
186 1101 1.0
186 1102 1.0
186 1103 1.0
186 1104 1.0
186 1105 1.0
187 1106 1.0
187 1107 1.0
187 1108 1.0
187 1109 1.0
187 1110 1.0
188 1111 1.0
188 1112 1.0
188 1113 1.0
188 1114 1.0
188 1115 1.0
188 1116 1.0
188 1117 1.0
189 1118 1.0
189 1119 1.0
189 1120 1.0
189 1121 1.0
189 1122 1.0
189 1123 1.0
190 1124 1.0
190 1125 1.0
190 1126 1.0
190 1127 1.0
190 1128 1.0
190 1129 1.0
191 1130 1.0
191 1131 1.0
191 1132 1.0
191 1133 1.0
191 1134 1.0
191 1135 1.0
192 1136 1.0
192 1137 1.0
192 1138 1.0
192 1139 1.0
193 1140 1.0
193 1141 1.0
193 1142 1.0
193 1143 1.0
193 1144 1.0
194 1145 1.0
194 1146 1.0
194 1147 1.0
194 1148 1.0
194 1149 1.0
194 1150 1.0
195 1151 1.0
195 1152 1.0
195 1153 1.0
195 1154 1.0
195 1155 1.0
196 1156 1.0
196 1157 1.0
196 1158 1.0
196 1159 1.0
196 1160 1.0
197 1161 1.0
197 1162 1.0
197 1163 1.0
197 1164 1.0
197 1165 1.0
198 1166 1.0
198 1167 1.0
198 1168 1.0
199 1169 1.0
199 1170 1.0
199 1171 1.0
199 1172 1.0
199 1173 1.0
200 1174 1.0
200 1175 1.0
200 1176 1.0
200 1177 1.0
200 1178 1.0
200 1179 1.0
201 1180 1.0
201 1181 1.0
201 1182 1.0
201 1183 1.0
201 1184 1.0
202 1185 1.0
202 1186 1.0
202 1187 1.0
202 1188 1.0
202 1189 1.0
203 1190 1.0
203 1191 1.0
203 1192 1.0
203 1193 1.0
203 1194 1.0
203 1195 1.0
204 1196 1.0
204 1197 1.0
204 1198 1.0
204 1199 1.0
204 1200 1.0
204 1201 1.0
205 1202 1.0
205 1203 1.0
206 1204 1.0
206 1205 1.0
206 1206 1.0
206 1207 1.0
206 1208 1.0
206 1209 1.0
206 1210 1.0
206 1211 1.0
207 1212 1.0
207 1213 1.0
207 1214 1.0
207 1215 1.0
207 1216 1.0
207 1217 1.0
207 1218 1.0
207 1219 1.0
208 1220 1.0
208 1221 1.0
208 1222 1.0
208 1223 1.0
208 1224 1.0
208 1225 1.0
209 1226 1.0
209 1227 1.0
209 1228 1.0
209 1229 1.0
209 1230 1.0
209 1231 1.0
209 1232 1.0
210 1233 1.0
210 1234 1.0
210 1235 1.0
210 1236 1.0
211 1237 1.0
211 1238 1.0
211 1239 1.0
211 1240 1.0
211 1241 1.0
211 1242 1.0
212 1243 1.0
212 1244 1.0
212 1245 1.0
212 1246 1.0
213 1247 1.0
213 1248 1.0
213 1249 1.0
213 1250 1.0
213 1251 1.0
213 1252 1.0
214 1253 1.0
214 1254 1.0
214 1255 1.0
214 1256 1.0
214 1257 1.0
215 1258 1.0
215 1259 1.0
216 1260 1.0
216 1261 1.0
216 1262 1.0
216 1263 1.0
217 1264 1.0
217 1265 1.0
217 1266 1.0
217 1267 1.0
218 1268 1.0
218 1269 1.0
218 1270 1.0
218 1271 1.0
218 1272 1.0
218 1273 1.0
219 1274 1.0
219 1275 1.0
219 1276 1.0
219 1277 1.0
219 1278 1.0
219 1279 1.0
220 1280 1.0
220 1281 1.0
221 1282 1.0
221 1283 1.0
221 1284 1.0
221 1285 1.0
221 1286 1.0
221 1287 1.0
222 1288 1.0
222 1289 1.0
222 1290 1.0
223 1291 1.0
223 1292 1.0
224 1293 1.0
224 1294 1.0
224 1295 1.0
225 1296 1.0
225 1297 1.0
225 1298 1.0
225 1299 1.0
225 1300 1.0
225 1301 1.0
226 1302 1.0
226 1303 1.0
226 1304 1.0
226 1305 1.0
227 1306 1.0
227 1307 1.0
227 1308 1.0
227 1309 1.0
227 1310 1.0
228 1311 1.0
228 1312 1.0
228 1313 1.0
228 1314 1.0
228 1315 1.0
228 1316 1.0
229 1317 1.0
229 1318 1.0
229 1319 1.0
229 1320 1.0
229 1321 1.0
230 1322 1.0
230 1323 1.0
231 1324 1.0
231 1325 1.0
231 1326 1.0
231 1327 1.0
231 1328 1.0
231 1329 1.0
231 1330 1.0
232 1331 1.0
232 1332 1.0
232 1333 1.0
232 1334 1.0
232 1335 1.0
232 1336 1.0
233 1337 1.0
233 1338 1.0
233 1339 1.0
233 1340 1.0
233 1341 1.0
234 1342 1.0
234 1343 1.0
234 1344 1.0
234 1345 1.0
234 1346 1.0
235 1347 1.0
235 1348 1.0
235 1349 1.0
235 1350 1.0
235 1351 1.0
235 1352 1.0
236 1353 1.0
236 1354 1.0
236 1355 1.0
236 1356 1.0
237 1357 1.0
237 1358 1.0
237 1359 1.0
237 1360 1.0
238 1361 1.0
238 1362 1.0
238 1363 1.0
239 1364 1.0
239 1365 1.0
239 1366 1.0
239 1367 1.0
239 1368 1.0
239 1369 1.0
239 1370 1.0
240 1371 1.0
240 1372 1.0
240 1373 1.0
240 1374 1.0
240 1375 1.0
241 1376 1.0
241 1377 1.0
241 1378 1.0
241 1379 1.0
241 1380 1.0
241 1381 1.0
242 1382 1.0
242 1383 1.0
242 1384 1.0
242 1385 1.0
243 1386 1.0
243 1387 1.0
243 1388 1.0
243 1389 1.0
243 1390 1.0
244 1391 1.0
244 1392 1.0
244 1393 1.0
244 1394 1.0
244 1395 1.0
244 1396 1.0
244 1397 1.0
245 1398 1.0
245 1399 1.0
245 1400 1.0
245 1401 1.0
245 1402 1.0
245 1403 1.0
245 1404 1.0
246 1405 1.0
246 1406 1.0
246 1407 1.0
246 1408 1.0
246 1409 1.0
246 1410 1.0
247 1411 1.0
247 1412 1.0
247 1413 1.0
248 1414 1.0
248 1415 1.0
248 1416 1.0
248 1417 1.0
248 1418 1.0
249 1419 1.0
249 1420 1.0
249 1421 1.0
249 1422 1.0
249 1423 1.0
249 1424 1.0
249 1425 1.0
250 1426 1.0
250 1427 1.0
250 1428 1.0
250 1429 1.0
250 1430 1.0
251 1431 1.0
251 1432 1.0
251 1433 1.0
251 1434 1.0
251 1435 1.0
252 1436 1.0
252 1437 1.0
252 1438 1.0
252 1439 1.0
252 1440 1.0
253 1441 1.0
253 1442 1.0
253 1443 1.0
253 1444 1.0
253 1445 1.0
253 1446 1.0
253 1447 1.0
254 1448 1.0
254 1449 1.0
254 1450 1.0
254 1451 1.0
254 1452 1.0
255 1453 1.0
255 1454 1.0
255 1455 1.0
255 1456 1.0
255 1457 1.0
255 1458 1.0
256 1459 1.0
256 1460 1.0
256 1461 1.0
256 1462 1.0
256 1463 1.0
257 1464 1.0
257 1465 1.0
257 1466 1.0
257 1467 1.0
257 1468 1.0
257 1469 1.0
257 1470 1.0
258 1471 1.0
258 1472 1.0
258 1473 1.0
258 1474 1.0
259 1475 1.0
259 1476 1.0
259 1477 1.0
259 1478 1.0
259 1479 1.0
260 1480 1.0
260 1481 1.0
260 1482 1.0
260 1483 1.0
261 1484 1.0
261 1485 1.0
261 1486 1.0
261 1487 1.0
261 1488 1.0
261 1489 1.0
261 1490 1.0
262 1491 1.0
262 1492 1.0
262 1493 1.0
262 1494 1.0
262 1495 1.0
262 1496 1.0
263 1497 1.0
263 1498 1.0
263 1499 1.0
264 1500 1.0
264 1501 1.0
264 1502 1.0
264 1503 1.0
265 1504 1.0
265 1505 1.0
265 1506 1.0
265 1507 1.0
265 1508 1.0
265 1509 1.0
266 1510 1.0
266 1511 1.0
266 1512 1.0
266 1513 1.0
266 1514 1.0
267 1515 1.0
267 1516 1.0
267 1517 1.0
267 1518 1.0
267 1519 1.0
267 1520 1.0
267 1521 1.0
268 1522 1.0
268 1523 1.0
268 1524 1.0
269 1525 1.0
269 1526 1.0
269 1527 1.0
270 1528 1.0
270 1529 1.0
271 1530 1.0
271 1531 1.0
271 1532 1.0
272 1533 1.0
272 1534 1.0
272 1535 1.0
273 1536 1.0
273 1537 1.0
273 1538 1.0
274 1539 1.0
274 1540 1.0
274 1541 1.0
274 1542 1.0
274 1543 1.0
274 1544 1.0
275 1545 1.0
275 1546 1.0
275 1547 1.0
275 1548 1.0
275 1549 1.0
275 1550 1.0
275 1551 1.0
276 1552 1.0
276 1553 1.0
276 1554 1.0
276 1555 1.0
277 1556 1.0
277 1557 1.0
277 1558 1.0
277 1559 1.0
277 1560 1.0
277 1561 1.0
277 1562 1.0
278 1563 1.0
278 1564 1.0
278 1565 1.0
278 1566 1.0
278 1567 1.0
278 1568 1.0
278 1569 1.0
278 1570 1.0
278 1571 1.0
279 1572 1.0
279 1573 1.0
279 1574 1.0
279 1575 1.0
279 1576 1.0
279 1577 1.0
279 1578 1.0
280 1579 1.0
280 1580 1.0
280 1581 1.0
280 1582 1.0
281 1583 1.0
281 1584 1.0
281 1585 1.0
281 1586 1.0
281 1587 1.0
281 1588 1.0
282 1589 1.0
282 1590 1.0
282 1591 1.0
282 1592 1.0
283 1593 1.0
283 1594 1.0
283 1595 1.0
283 1596 1.0
283 1597 1.0
284 1598 1.0
284 1599 1.0
284 1600 1.0
284 1601 1.0
285 1602 1.0
285 1603 1.0
285 1604 1.0
285 1605 1.0
285 1606 1.0
286 1607 1.0
286 1608 1.0
286 1609 1.0
286 1610 1.0
286 1611 1.0
286 1612 1.0
287 1613 1.0
287 1614 1.0
287 1615 1.0
287 1616 1.0
287 1617 1.0
288 1618 1.0
288 1619 1.0
288 1620 1.0
288 1621 1.0
289 1622 1.0
289 1623 1.0
289 1624 1.0
289 1625 1.0
289 1626 1.0
290 1627 1.0
290 1628 1.0
290 1629 1.0
290 1630 1.0
290 1631 1.0
291 1632 1.0
291 1633 1.0
291 1634 1.0
291 1635 1.0
292 1636 1.0
292 1637 1.0
292 1638 1.0
292 1639 1.0
292 1640 1.0
293 1641 1.0
293 1642 1.0
293 1643 1.0
293 1644 1.0
293 1645 1.0
293 1646 1.0
293 1647 1.0
294 1648 1.0
294 1649 1.0
294 1650 1.0
294 1651 1.0
294 1652 1.0
294 1653 1.0
295 1654 1.0
295 1655 1.0
295 1656 1.0
295 1657 1.0
295 1658 1.0
295 1659 1.0
295 1660 1.0
296 1661 1.0
296 1662 1.0
296 1663 1.0
296 1664 1.0
